,Unnamed: 0,Text,Source,label
65,164,CONF 1DAY FCR $494,MI,"[{'start': 5, 'end': 9, 'text': 'CONF 1DAY FCR $494', 'labels': ['INCARCERATION']}]"
66,246,OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M,MI,"[{'start': 32, 'end': 34, 'text': 'OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M', 'labels': ['INCARCERATION']}]"
67,134,F/C/R-$215 PROB-2Y  - OR 15 DAYS,MI,"[{'start': 25, 'end': 32, 'text': 'F/C/R-$215 PROB-2Y  - OR 15 DAYS', 'labels': ['INCARCERATION']}]"
68,129,F/C/R-$587 PROB-2Y,MI,[]
69,159,F/C/R-$165 PROB-1Y  - HYTA,MI,[]
70,184,F/C/R-$1004 CONF-90D PROB-2Y,MI,"[{'start': 17, 'end': 20, 'text': 'F/C/R-$1004 CONF-90D PROB-2Y', 'labels': ['INCARCERATION']}]"
71,180,CONF-56D F/C/R-$150,MI,"[{'start': 5, 'end': 8, 'text': 'CONF-56D F/C/R-$150', 'labels': ['INCARCERATION']}]"
72,223,SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB,MI,"[{'start': 21, 'end': 50, 'text': 'SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB', 'labels': ['INCARCERATION']}]"
73,197,F/C/R/$515 OR 50D,MI,"[{'start': 14, 'end': 17, 'text': 'F/C/R/$515 OR 50D', 'labels': ['INCARCERATION']}]"
74,158,F/C/R-$870 OR CONF-90D PROB-24M,MI,"[{'start': 19, 'end': 22, 'text': 'F/C/R-$870 OR CONF-90D PROB-24M', 'labels': ['INCARCERATION']}]"
75,140,SEN- 8/03/95 PRISON- MN 008-000-000 MX 020-000-000,MI,"[{'start': 21, 'end': 50, 'text': 'SEN- 8/03/95 PRISON- MN 008-000-000 MX 020-000-000', 'labels': ['INCARCERATION']}]"
76,207,CONF-23D F/C/R-$12M PROB-12M,MI,"[{'start': 5, 'end': 8, 'text': 'CONF-23D F/C/R-$12M PROB-12M', 'labels': ['INCARCERATION']}]"
77,187,F/C/R-$150  - 30 DAYS REST LIC,MI,[]
78,154,F/C/R-$505 CONF-75D,MI,"[{'start': 16, 'end': 19, 'text': 'F/C/R-$505 CONF-75D', 'labels': ['INCARCERATION']}]"
79,136,F/C/R-$228 PROB-24M CONF-90D,MI,"[{'start': 25, 'end': 28, 'text': 'F/C/R-$228 PROB-24M CONF-90D', 'labels': ['INCARCERATION']}]"
80,137,CONF-8D PROB-1Y,MI,"[{'start': 5, 'end': 7, 'text': 'CONF-8D PROB-1Y', 'labels': ['INCARCERATION']}]"
81,257,F/C/R-$588 PROB-540D,MI,[]
82,232,F/C $85,MI,[]
83,239,CONF-84M-15Y,MI,"[{'start': 5, 'end': 12, 'text': 'CONF-84M-15Y', 'labels': ['INCARCERATION']}]"
84,243,F/C/R-$2114,MI,[]
85,161,CONF-3Y TO 5Y  - ESCAPED 11 12 71,MI,"[{'start': 5, 'end': 13, 'text': 'CONF-3Y TO 5Y  - ESCAPED 11 12 71', 'labels': ['INCARCERATION']}]"
86,242,F/C/R-$100  - 90 DAYS CONF IF NOT PAID IN 4 MONTHS,MI,"[{'start': 14, 'end': 21, 'text': 'F/C/R-$100  - 90 DAYS CONF IF NOT PAID IN 4 MONTHS', 'labels': ['INCARCERATION']}]"
87,249,DIST PEACE F/C/R-$130,MI,[]
88,165,F/C/R-$860 PROB-6M CONF-45D PV-PROB-REV,MI,"[{'start': 24, 'end': 27, 'text': 'F/C/R-$860 PROB-6M CONF-45D PV-PROB-REV', 'labels': ['INCARCERATION']}]"
89,214,F/C/R-$2000 PROB-5Y,MI,[]
90,125,F/C/R-$339 OR 30D CONF-30D,MI,"[{'start': 23, 'end': 26, 'text': 'F/C/R-$339 OR 30D CONF-30D', 'labels': ['INCARCERATION']}, {'start': 14, 'end': 17, 'text': 'F/C/R-$339 OR 30D CONF-30D', 'labels': ['INCARCERATION']}]"
91,224,"18MOS PROB, $40/MO FCR",MI,[]
92,218,F/C/R-$547 PROB-18M (PROC APP SET-ASIDE-CONVREPORT SENT 6-21-05) APP DENIED 07-22-05,MI,[]
93,195,F/C/R-$100 CONF-70D TO 2Y,MI,"[{'start': 16, 'end': 25, 'text': 'F/C/R-$100 CONF-70D TO 2Y', 'labels': ['INCARCERATION']}]"
94,171,F/C/R-$19 PROB-90D,MI,[]
95,267,F/C/R-$1400 PROB-12M CONF-180D,MI,"[{'start': 26, 'end': 30, 'text': 'F/C/R-$1400 PROB-12M CONF-180D', 'labels': ['INCARCERATION']}]"
96,254,F/C/R/$915 OR 45D PROB 12M LIC-REV,MI,[]
97,269,SEN- 1/19/2005 PRISON- MN 000-032-000 MX 020-000-000 F/C/R-150,MI,"[{'start': 23, 'end': 52, 'text': 'SEN- 1/19/2005 PRISON- MN 000-032-000 MX 020-000-000 F/C/R-150', 'labels': ['INCARCERATION']}]"
98,147,CONF-1D F/C/R-$995 PROB-1Y,MI,"[{'start': 5, 'end': 7, 'text': 'CONF-1D F/C/R-$995 PROB-1Y', 'labels': ['INCARCERATION']}]"
99,142,"2YRS PROB,LAST 90DYS MCJ,$25/MO F/C/R",MI,"[{'start': 10, 'end': 20, 'text': '2YRS PROB,LAST 90DYS MCJ,$25/MO F/C/R', 'labels': ['INCARCERATION']}]"
100,234,PROSTITUTION F/C/R-$400,MI,[]
101,151,OPERATED WHILE IMPAIRED BY LIQUOR CONF-4D F/C/R-$1423 DLN SUSP-90D RESTR-90D,MI,"[{'start': 39, 'end': 41, 'text': 'OPERATED WHILE IMPAIRED BY LIQUOR CONF-4D F/C/R-$1423 DLN SUSP-90D RESTR-90D', 'labels': ['INCARCERATION']}]"
102,126,CONF-61D F/C/R-$730,MI,"[{'start': 5, 'end': 8, 'text': 'CONF-61D F/C/R-$730', 'labels': ['INCARCERATION']}]"
103,189,"5 MOS MCJ, $105 FCR, CONCUR",MI,"[{'start': 0, 'end': 5, 'text': '5 MOS MCJ, $105 FCR, CONCUR', 'labels': ['INCARCERATION']}]"
104,119,F/C/R/$420 PROB-12M,MI,[]
105,237,F/C/R/$500 PROB 24M LIC-REV,MI,[]
106,259,FCR $1000 PROB 1Y,MI,[]
107,203,F/C/R-$225 CONF-4D  - LIC SUSP 6 MONTHS,MI,"[{'start': 16, 'end': 18, 'text': 'F/C/R-$225 CONF-4D  - LIC SUSP 6 MONTHS', 'labels': ['INCARCERATION']}]"
108,230,F/C/R-$474 CONF-90D,MI,"[{'start': 16, 'end': 19, 'text': 'F/C/R-$474 CONF-90D', 'labels': ['INCARCERATION']}]"
109,153,CONF-4D F/C/R-$323 PROB-730D,MI,"[{'start': 5, 'end': 7, 'text': 'CONF-4D F/C/R-$323 PROB-730D', 'labels': ['INCARCERATION']}]"
110,247,CONFINEMENT FOR 00 YR 00 MTH 000 DAY TO 00 YR 00 MTH 029 DAY AT WCY,MI,"[{'start': 16, 'end': 60, 'text': 'CONFINEMENT FOR 00 YR 00 MTH 000 DAY TO 00 YR 00 MTH 029 DAY AT WCY', 'labels': ['INCARCERATION']}]"
111,240,F/C/R-$3293 PROB-2Y PV10/03 CONF-6M PV7/13/05 CONF-6M,MI,"[{'start': 33, 'end': 35, 'text': 'F/C/R-$3293 PROB-2Y PV10/03 CONF-6M PV7/13/05 CONF-6M', 'labels': ['INCARCERATION']}, {'start': 51, 'end': 53, 'text': 'F/C/R-$3293 PROB-2Y PV10/03 CONF-6M PV7/13/05 CONF-6M', 'labels': ['INCARCERATION']}]"
112,167,F/C/R 001100 CTYJAIL 0060 PROB 0024 MOS LICENSE-REVOKED,MI,"[{'start': 21, 'end': 25, 'text': 'F/C/R 001100 CTYJAIL 0060 PROB 0024 MOS LICENSE-REVOKED', 'labels': ['INCARCERATION']}]"
113,238,F/C/R-$1530 CONF-6M PROB-5Y,MI,"[{'start': 17, 'end': 19, 'text': 'F/C/R-$1530 CONF-6M PROB-5Y', 'labels': ['INCARCERATION']}]"
114,215,CONF-75D F/C/R-$255 OR CONF-10D,MI,"[{'start': 5, 'end': 8, 'text': 'CONF-75D F/C/R-$255 OR CONF-10D', 'labels': ['INCARCERATION']}, {'start': 28, 'end': 31, 'text': 'CONF-75D F/C/R-$255 OR CONF-10D', 'labels': ['INCARCERATION']}]"
115,245,F/C/R-$29 PROB-6M,MI,[]
116,188,FLEEING & ELUDING,MI,[]
117,190,RESIST & OPPOSE POL OFF CONF-5D,MI,"[{'start': 29, 'end': 31, 'text': 'RESIST & OPPOSE POL OFF CONF-5D', 'labels': ['INCARCERATION']}]"
118,143,001Y006M000D - 005Y000M STATE PRISON F/C/R 007680 ENH-SENT MCL769 13,MI,"[{'start': 0, 'end': 23, 'text': '001Y006M000D - 005Y000M STATE PRISON F/C/R 007680 ENH-SENT MCL769 13', 'labels': ['INCARCERATION']}]"
119,235,F/C/R-$400 CONF-80D,MI,"[{'start': 16, 'end': 19, 'text': 'F/C/R-$400 CONF-80D', 'labels': ['INCARCERATION']}]"
120,217,CONF-1Y6M TO 10Y  - FURLOUGHED 122980,MI,"[{'start': 5, 'end': 16, 'text': 'CONF-1Y6M TO 10Y  - FURLOUGHED 122980', 'labels': ['INCARCERATION']}]"
121,212,F/C/R-$452 PROB-1Y,MI,[]
122,145,SEN- 7/06/2004 JAIL- MN 000-002-000 F/C/R-1000 12M PROB,MI,"[{'start': 21, 'end': 35, 'text': 'SEN- 7/06/2004 JAIL- MN 000-002-000 F/C/R-1000 12M PROB', 'labels': ['INCARCERATION']}]"
123,181,CONF-11M TO 2Y,MI,"[{'start': 5, 'end': 14, 'text': 'CONF-11M TO 2Y', 'labels': ['INCARCERATION']}]"
124,191,CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY,MI,"[{'start': 12, 'end': 50, 'text': 'CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY', 'labels': ['INCARCERATION']}]"
125,131,F/C/R-$50 CONF-3Y,MI,"[{'start': 15, 'end': 17, 'text': 'F/C/R-$50 CONF-3Y', 'labels': ['INCARCERATION']}]"
126,263,CONF-3D F/C/R-$125 PROB-12M,MI,"[{'start': 5, 'end': 7, 'text': 'CONF-3D F/C/R-$125 PROB-12M', 'labels': ['INCARCERATION']}]"
127,120,F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT,MI,"[{'start': 16, 'end': 18, 'text': 'F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT', 'labels': ['INCARCERATION']}]"
128,216,C/$100,MI,[]
129,135,F/C/R/ $500,MI,[]
130,149,CONF-1D PROB-12M RETAIL FRAUD II,MI,"[{'start': 5, 'end': 7, 'text': 'CONF-1D PROB-12M RETAIL FRAUD II', 'labels': ['INCARCERATION']}]"
131,183,RETAIL FRAUD II,MI,[]
132,170,CONF 1D FCR$500,MI,"[{'start': 5, 'end': 7, 'text': 'CONF 1D FCR$500', 'labels': ['INCARCERATION']}]"
133,177,CONF 12 PROB 5Y,MI,"[{'start': 5, 'end': 7, 'text': 'CONF 12 PROB 5Y', 'labels': ['INCARCERATION']}]"
134,225,F/C/R-$400 PROB-3M  - OR 20 DAYS,MI,"[{'start': 25, 'end': 32, 'text': 'F/C/R-$400 PROB-3M  - OR 20 DAYS', 'labels': ['INCARCERATION']}]"
135,157,PROB-1Y F/C/R-200 CONF-60D,MI,"[{'start': 23, 'end': 26, 'text': 'PROB-1Y F/C/R-200 CONF-60D', 'labels': ['INCARCERATION']}]"
136,118,2 YEARS STATE PRISON SOUTHERN MICHIGAN,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 7, 'text': '2 YEARS STATE PRISON SOUTHERN MICHIGAN', 'labels': ['INCARCERATION']}]"
137,106,$155 F&C OR 15 DAYS CR 2 JAIL BEGAN 8/4/89,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 12, 'end': 19, 'text': '$155 F&C OR 15 DAYS CR 2 JAIL BEGAN 8/4/89', 'labels': ['INCARCERATION']}]"
138,117,1Y7M0D TO 15Y0M F/C/R-$455,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 15, 'text': '1Y7M0D TO 15Y0M F/C/R-$455', 'labels': ['INCARCERATION']}]"
139,102,$75/14 DAYS JAIL/,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 4, 'end': 11, 'text': '$75/14 DAYS JAIL/', 'labels': ['INCARCERATION']}]"
140,103,000Y000M0 90D -  000Y000M STA,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 25, 'text': '000Y000M0 90D -  000Y000M STA', 'labels': ['INCARCERATION']}]"
141,110,12M TO 2Y,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 9, 'text': '12M TO 2Y', 'labels': ['INCARCERATION']}]"
142,104,18MO - 15YR CONF F/C/R $120 SENT ENHANCED,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 11, 'text': '18MO - 15YR CONF F/C/R $120 SENT ENHANCED', 'labels': ['INCARCERATION']}]"
143,101,000Y000M090D - 000Y000M STATE PRISON F/C/R 000486 ENH-SENT MCL769 13,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 23, 'text': '000Y000M090D - 000Y000M STATE PRISON F/C/R 000486 ENH-SENT MCL769 13', 'labels': ['INCARCERATION']}]"
144,111,$1190F&C/1Y PROB/COUNSELING/1D JAIL/30D HOUSE ARREST/3D COMM SERV/RANDOM TEST,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 28, 'end': 30, 'text': '$1190F&C/1Y PROB/COUNSELING/1D JAIL/30D HOUSE ARREST/3D COMM SERV/RANDOM TEST', 'labels': ['INCARCERATION']}]"
145,116,1Y0M0D TO 7Y6M,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 14, 'text': '1Y0M0D TO 7Y6M', 'labels': ['INCARCERATION']}]"
146,115,"18MOS PRB W/1ST 12DYS MCJ, $300 + $40/MO FCR, CT2 CS-POSS OF MARIJUANA-SAME SENT",Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 16, 'end': 21, 'text': '18MOS PRB W/1ST 12DYS MCJ, $300 + $40/MO FCR, CT2 CS-POSS OF MARIJUANA-SAME SENT', 'labels': ['INCARCERATION']}]"
147,105,"30 MOS TO 120 MOS SPSM, CONCUR",Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 17, 'text': '30 MOS TO 120 MOS SPSM, CONCUR', 'labels': ['INCARCERATION']}]"
148,113,"10 DAYS JAIL, F/C $205 OR 20 DAYS JAIL, AND 2 YRS PROB",Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 7, 'text': '10 DAYS JAIL, F/C $205 OR 20 DAYS JAIL, AND 2 YRS PROB', 'labels': ['INCARCERATION']}, {'start': 26, 'end': 33, 'text': '10 DAYS JAIL, F/C $205 OR 20 DAYS JAIL, AND 2 YRS PROB', 'labels': ['INCARCERATION']}]"
149,107,"1 YEAR PROBATION, $500 FINE & $30 A MONTH F/C/R",Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': None, 'end': None, 'text': '1 YEAR PROBATION, $500 FINE & $30 A MONTH F/C/R', 'labels': []}]"
150,108,10-17-72 F/C/R-$164 PROB-6M CONF-5D,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 33, 'end': 35, 'text': '10-17-72 F/C/R-$164 PROB-6M CONF-5D', 'labels': ['INCARCERATION']}]"
151,112,001Y000M000D - 006Y000M STATE PRISON F/C/R 000000,Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 23, 'text': '001Y000M000D - 006Y000M STATE PRISON F/C/R 000000', 'labels': ['INCARCERATION']}]"
152,109,"12-48MOS SPSM,CONCUR W/CT2",Sentencing Classification Data Labeling (search_mi_to_label tab),"[{'start': 0, 'end': 8, 'text': '12-48MOS SPSM,CONCUR W/CT2', 'labels': ['INCARCERATION']}]"
153,94,Prob-2 YRS/$650 FINE/30D JAIL/DL REVOKED-18MOS,Synthetic Data,"[{'start': 21.0, 'end': 23.0, 'text': 'Prob-2 YRS/$650 FINE/30D JAIL/DL REVOKED-18MOS', 'labels': ['INCARCERATION']}]"
