,Unnamed: 0,Text,Source,label
17,159,F/C/R-$165 PROB-1Y  - HYTA,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$165 PROB-1Y  - HYTA', 'labels': ['PROBATION']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$165 PROB-1Y  - HYTA', 'labels': ['PROBATION_DURATION']}]"
18,186,F/C/R-$500 CONF-24D PROB-1Y,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$500 CONF-24D PROB-1Y', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$500 CONF-24D PROB-1Y', 'labels': ['CONFINEMENT_DURATION']}, {'start': 20, 'end': 24, 'text': 'F/C/R-$500 CONF-24D PROB-1Y', 'labels': ['PROBATION']}, {'start': 25, 'end': 27, 'text': 'F/C/R-$500 CONF-24D PROB-1Y', 'labels': ['PROBATION_DURATION']}]"
19,154,F/C/R-$505 CONF-75D,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$505 CONF-75D', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$505 CONF-75D', 'labels': ['CONFINEMENT_DURATION']}]"
20,251,6 YEARS MDOC CONSECUTIVE W/ CASE #51793,MI,"[{'start': 8, 'end': 12, 'text': '6 YEARS MDOC CONSECUTIVE W/ CASE #51793', 'labels': ['CONFINEMENT']}, {'start': 0, 'end': 7, 'text': '6 YEARS MDOC CONSECUTIVE W/ CASE #51793', 'labels': ['CONFINEMENT_DURATION']}]"
21,200,F/C 120 SPSM 12 MONTHS MIN 24 MONTHS MAX,MI,"[{'start': 8, 'end': 12, 'text': 'F/C 120 SPSM 12 MONTHS MIN 24 MONTHS MAX', 'labels': ['CONFINEMENT']}, {'start': 13, 'end': 40, 'text': 'F/C 120 SPSM 12 MONTHS MIN 24 MONTHS MAX', 'labels': ['CONFINEMENT_DURATION']}]"
22,125,F/C/R-$339 OR 30D CONF-30D,MI,"[{'start': 18, 'end': 22, 'text': 'F/C/R-$339 OR 30D CONF-30D', 'labels': ['CONFINEMENT']}, {'start': 23, 'end': 26, 'text': 'F/C/R-$339 OR 30D CONF-30D', 'labels': ['CONFINEMENT_DURATION']}, {'start': 14, 'end': 17, 'text': 'F/C/R-$339 OR 30D CONF-30D', 'labels': ['CONFINEMENT_DURATION']}]"
23,250,CONF-164,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-164', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 8, 'text': 'CONF-164', 'labels': ['CONFINEMENT_DURATION']}]"
24,199,CONF-1Y4M TO 2Y VACATED,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-1Y4M TO 2Y VACATED', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 15, 'text': 'CONF-1Y4M TO 2Y VACATED', 'labels': ['CONFINEMENT_DURATION']}]"
25,264,F/C/R-$54  - PAID,MI,[]
26,120,F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT', 'labels': ['CONFINEMENT_DURATION']}, {'start': 19, 'end': 23, 'text': 'F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT', 'labels': ['PROBATION']}, {'start': 24, 'end': 26, 'text': 'F/C/R-$500 CONF-1D PROB-1Y  - 1DAY CREDIT', 'labels': ['PROBATION_DURATION']}]"
27,236,RETAIL FRAUD 2ND F/C/R-$50 PROB-12M,MI,"[{'start': 27, 'end': 31, 'text': 'RETAIL FRAUD 2ND F/C/R-$50 PROB-12M', 'labels': ['PROBATION']}, {'start': 32, 'end': 35, 'text': 'RETAIL FRAUD 2ND F/C/R-$50 PROB-12M', 'labels': ['PROBATION_DURATION']}]"
28,163,CCW F/C/R-$250,MI,[]
29,225,F/C/R-$400 PROB-3M  - OR 20 DAYS,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$400 PROB-3M  - OR 20 DAYS', 'labels': ['PROBATION']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$400 PROB-3M  - OR 20 DAYS', 'labels': ['PROBATION_DURATION']}, {'start': 25, 'end': 32, 'text': 'F/C/R-$400 PROB-3M  - OR 20 DAYS', 'labels': ['CONFINEMENT_DURATION']}]"
30,201,F/C/R-$110 CONF-8D,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$110 CONF-8D', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$110 CONF-8D', 'labels': ['CONFINEMENT_DURATION']}]"
31,217,CONF-1Y6M TO 10Y  - FURLOUGHED 122980,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-1Y6M TO 10Y  - FURLOUGHED 122980', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 16, 'text': 'CONF-1Y6M TO 10Y  - FURLOUGHED 122980', 'labels': ['CONFINEMENT_DURATION']}]"
32,205,CONF-60D F/C/R-$500 OR 90D,MI,"[{'start': 5, 'end': 8, 'text': 'CONF-60D F/C/R-$500 OR 90D', 'labels': ['CONFINEMENT']}, {'start': 23, 'end': 26, 'text': 'CONF-60D F/C/R-$500 OR 90D', 'labels': ['CONFINEMENT_DURATION']}, {'start': 0, 'end': 4, 'text': 'CONF-60D F/C/R-$500 OR 90D', 'labels': ['CONFINEMENT']}]"
33,161,CONF-3Y TO 5Y  - ESCAPED 11 12 71,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-3Y TO 5Y  - ESCAPED 11 12 71', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 13, 'text': 'CONF-3Y TO 5Y  - ESCAPED 11 12 71', 'labels': ['CONFINEMENT_DURATION']}]"
34,238,F/C/R-$1530 CONF-6M PROB-5Y,MI,"[{'start': 12, 'end': 16, 'text': 'F/C/R-$1530 CONF-6M PROB-5Y', 'labels': ['CONFINEMENT']}, {'start': 17, 'end': 19, 'text': 'F/C/R-$1530 CONF-6M PROB-5Y', 'labels': ['CONFINEMENT_DURATION']}, {'start': 20, 'end': 24, 'text': 'F/C/R-$1530 CONF-6M PROB-5Y', 'labels': ['PROBATION']}, {'start': 25, 'end': 27, 'text': 'F/C/R-$1530 CONF-6M PROB-5Y', 'labels': ['PROBATION_DURATION']}]"
35,223,SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB,MI,"[{'start': 15, 'end': 19, 'text': 'SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB', 'labels': ['CONFINEMENT']}, {'start': 21, 'end': 50, 'text': 'SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB', 'labels': ['CONFINEMENT_DURATION']}, {'start': 65, 'end': 69, 'text': 'SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB', 'labels': ['PROBATION']}, {'start': 61, 'end': 64, 'text': 'SEN-11/22/1999 JAIL- MN 000-000-060 MX 000-000-060 F/C/R-300 24M PROB', 'labels': ['PROBATION_DURATION']}]"
36,151,OPERATED WHILE IMPAIRED BY LIQUOR CONF-4D F/C/R-$1423 DLN SUSP-90D RESTR-90D,MI,"[{'start': 34, 'end': 38, 'text': 'OPERATED WHILE IMPAIRED BY LIQUOR CONF-4D F/C/R-$1423 DLN SUSP-90D RESTR-90D', 'labels': ['CONFINEMENT']}, {'start': 39, 'end': 41, 'text': 'OPERATED WHILE IMPAIRED BY LIQUOR CONF-4D F/C/R-$1423 DLN SUSP-90D RESTR-90D', 'labels': ['CONFINEMENT_DURATION']}]"
37,185,CONF-14MD-24M,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-14MD-24M', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 13, 'text': 'CONF-14MD-24M', 'labels': ['CONFINEMENT_DURATION']}]"
38,203,F/C/R-$225 CONF-4D  - LIC SUSP 6 MONTHS,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$225 CONF-4D  - LIC SUSP 6 MONTHS', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$225 CONF-4D  - LIC SUSP 6 MONTHS', 'labels': ['CONFINEMENT_DURATION']}]"
39,177,CONF 12 PROB 5Y,MI,"[{'start': 0, 'end': 4, 'text': 'CONF 12 PROB 5Y', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 7, 'text': 'CONF 12 PROB 5Y', 'labels': ['CONFINEMENT_DURATION']}, {'start': 8, 'end': 12, 'text': 'CONF 12 PROB 5Y', 'labels': ['PROBATION']}, {'start': 13, 'end': 15, 'text': 'CONF 12 PROB 5Y', 'labels': ['PROBATION_DURATION']}]"
40,176,CONF-30D F/C/R-$650,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-30D F/C/R-$650', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 8, 'text': 'CONF-30D F/C/R-$650', 'labels': ['CONFINEMENT_DURATION']}]"
41,184,F/C/R-$1004 CONF-90D PROB-2Y,MI,"[{'start': 12, 'end': 16, 'text': 'F/C/R-$1004 CONF-90D PROB-2Y', 'labels': ['CONFINEMENT']}, {'start': 17, 'end': 20, 'text': 'F/C/R-$1004 CONF-90D PROB-2Y', 'labels': ['CONFINEMENT_DURATION']}, {'start': 21, 'end': 25, 'text': 'F/C/R-$1004 CONF-90D PROB-2Y', 'labels': ['PROBATION']}, {'start': 26, 'end': 28, 'text': 'F/C/R-$1004 CONF-90D PROB-2Y', 'labels': ['PROBATION_DURATION']}]"
42,172,24 MO PROB/OUTPAT/AA/VIP/F&C $1210/3 DAYS CS/,MI,"[{'start': 6, 'end': 10, 'text': '24 MO PROB/OUTPAT/AA/VIP/F&C $1210/3 DAYS CS/', 'labels': ['PROBATION']}, {'start': 0, 'end': 5, 'text': '24 MO PROB/OUTPAT/AA/VIP/F&C $1210/3 DAYS CS/', 'labels': ['PROBATION_DURATION']}]"
43,143,001Y006M000D - 005Y000M STATE PRISON F/C/R 007680 ENH-SENT MCL769 13,MI,"[{'start': 0, 'end': 23, 'text': '001Y006M000D - 005Y000M STATE PRISON F/C/R 007680 ENH-SENT MCL769 13', 'labels': ['CONFINEMENT_DURATION']}, {'start': 24, 'end': 36, 'text': '001Y006M000D - 005Y000M STATE PRISON F/C/R 007680 ENH-SENT MCL769 13', 'labels': ['CONFINEMENT']}]"
44,169,CONF-6M F/C/R-$500 PROB-4Y,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-6M F/C/R-$500 PROB-4Y', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 7, 'text': 'CONF-6M F/C/R-$500 PROB-4Y', 'labels': ['CONFINEMENT_DURATION']}, {'start': 19, 'end': 23, 'text': 'CONF-6M F/C/R-$500 PROB-4Y', 'labels': ['PROBATION']}, {'start': 24, 'end': 26, 'text': 'CONF-6M F/C/R-$500 PROB-4Y', 'labels': ['PROBATION_DURATION']}]"
45,189,"5 MOS MCJ, $105 FCR, CONCUR",MI,"[{'start': 6, 'end': 9, 'text': '5 MOS MCJ, $105 FCR, CONCUR', 'labels': ['CONFINEMENT']}, {'start': 0, 'end': 5, 'text': '5 MOS MCJ, $105 FCR, CONCUR', 'labels': ['CONFINEMENT_DURATION']}]"
46,260,180 DAY RULE,MI,[]
47,219,F/C/R-$584 OR CONF-30D PROB-12M,MI,"[{'start': 14, 'end': 18, 'text': 'F/C/R-$584 OR CONF-30D PROB-12M', 'labels': ['CONFINEMENT']}, {'start': 19, 'end': 22, 'text': 'F/C/R-$584 OR CONF-30D PROB-12M', 'labels': ['CONFINEMENT_DURATION']}, {'start': 23, 'end': 27, 'text': 'F/C/R-$584 OR CONF-30D PROB-12M', 'labels': ['PROBATION']}, {'start': 28, 'end': 31, 'text': 'F/C/R-$584 OR CONF-30D PROB-12M', 'labels': ['PROBATION_DURATION']}]"
48,206,F/C/R-$150 CONF-60D PROB-1Y  - LIC SUSP 60 DAYS,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$150 CONF-60D PROB-1Y  - LIC SUSP 60 DAYS', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$150 CONF-60D PROB-1Y  - LIC SUSP 60 DAYS', 'labels': ['CONFINEMENT_DURATION']}, {'start': 20, 'end': 24, 'text': 'F/C/R-$150 CONF-60D PROB-1Y  - LIC SUSP 60 DAYS', 'labels': ['PROBATION']}, {'start': 25, 'end': 27, 'text': 'F/C/R-$150 CONF-60D PROB-1Y  - LIC SUSP 60 DAYS', 'labels': ['PROBATION_DURATION']}]"
49,214,F/C/R-$2000 PROB-5Y,MI,"[{'start': 12, 'end': 16, 'text': 'F/C/R-$2000 PROB-5Y', 'labels': ['PROBATION']}, {'start': 17, 'end': 19, 'text': 'F/C/R-$2000 PROB-5Y', 'labels': ['PROBATION_DURATION']}]"
50,197,F/C/R/$515 OR 50D,MI,"[{'start': 14, 'end': 17, 'text': 'F/C/R/$515 OR 50D', 'labels': ['CONFINEMENT_DURATION']}]"
51,191,CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY,MI,"[{'start': 0, 'end': 11, 'text': 'CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY', 'labels': ['CONFINEMENT']}, {'start': 12, 'end': 50, 'text': 'CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY', 'labels': ['CONFINEMENT_DURATION']}, {'start': 51, 'end': 55, 'text': 'CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY', 'labels': ['PROBATION']}, {'start': 57, 'end': 74, 'text': 'CONFINEMENT 00YR 05MTH 000DAY TO 10YR 00MTH 000DAY PROB: 00YR 00MTH 000DAY', 'labels': ['PROBATION_DURATION']}]"
52,246,OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M,MI,"[{'start': 27, 'end': 31, 'text': 'OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M', 'labels': ['CONFINEMENT']}, {'start': 32, 'end': 34, 'text': 'OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M', 'labels': ['CONFINEMENT_DURATION']}, {'start': 46, 'end': 50, 'text': 'OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M', 'labels': ['PROBATION']}, {'start': 51, 'end': 53, 'text': 'OPERATE MTR VEH U/INFL LIQ CONF-1D F/C/R-$640 PROB-9M', 'labels': ['PROBATION_DURATION']}]"
53,130,F/C/R-$104 CONF-60D,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$104 CONF-60D', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$104 CONF-60D', 'labels': ['CONFINEMENT_DURATION']}]"
54,131,F/C/R-$50 CONF-3Y,MI,"[{'start': 10, 'end': 14, 'text': 'F/C/R-$50 CONF-3Y', 'labels': ['CONFINEMENT']}, {'start': 15, 'end': 17, 'text': 'F/C/R-$50 CONF-3Y', 'labels': ['CONFINEMENT_DURATION']}]"
55,179,F/C/R-$128 CONF-15D,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$128 CONF-15D', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$128 CONF-15D', 'labels': ['CONFINEMENT_DURATION']}]"
56,139,F/C/R-$35  - AND RESTITUTION,MI,[]
57,235,F/C/R-$400 CONF-80D,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$400 CONF-80D', 'labels': ['CONFINEMENT']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$400 CONF-80D', 'labels': ['CONFINEMENT_DURATION']}]"
58,241,SEN- 9/24/2004 PRISON- MN 000-048-000 MX 000-120-000,MI,"[{'start': 15, 'end': 21, 'text': 'SEN- 9/24/2004 PRISON- MN 000-048-000 MX 000-120-000', 'labels': ['CONFINEMENT']}, {'start': 23, 'end': 52, 'text': 'SEN- 9/24/2004 PRISON- MN 000-048-000 MX 000-120-000', 'labels': ['CONFINEMENT_DURATION']}]"
59,156,F/C/R-$898 PROB-3Y PROB VIOL CONF-1-4Y PROB REVOKED,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$898 PROB-3Y PROB VIOL CONF-1-4Y PROB REVOKED', 'labels': ['PROBATION']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$898 PROB-3Y PROB VIOL CONF-1-4Y PROB REVOKED', 'labels': ['PROBATION_DURATION']}, {'start': 29, 'end': 33, 'text': 'F/C/R-$898 PROB-3Y PROB VIOL CONF-1-4Y PROB REVOKED', 'labels': ['CONFINEMENT']}, {'start': 34, 'end': 38, 'text': 'F/C/R-$898 PROB-3Y PROB VIOL CONF-1-4Y PROB REVOKED', 'labels': ['CONFINEMENT_DURATION']}]"
60,192,SEN- 9/11/97 PRISON- MN 002-000-000 MX 003-000-000,MI,"[{'start': 13, 'end': 19, 'text': 'SEN- 9/11/97 PRISON- MN 002-000-000 MX 003-000-000', 'labels': ['CONFINEMENT']}, {'start': 21, 'end': 50, 'text': 'SEN- 9/11/97 PRISON- MN 002-000-000 MX 003-000-000', 'labels': ['CONFINEMENT_DURATION']}]"
61,136,F/C/R-$228 PROB-24M CONF-90D,MI,"[{'start': 20, 'end': 24, 'text': 'F/C/R-$228 PROB-24M CONF-90D', 'labels': ['CONFINEMENT']}, {'start': 25, 'end': 28, 'text': 'F/C/R-$228 PROB-24M CONF-90D', 'labels': ['CONFINEMENT_DURATION']}, {'start': 11, 'end': 15, 'text': 'F/C/R-$228 PROB-24M CONF-90D', 'labels': ['PROBATION']}, {'start': 16, 'end': 19, 'text': 'F/C/R-$228 PROB-24M CONF-90D', 'labels': ['PROBATION_DURATION']}]"
62,148,F/C/R-$462 PROB-3Y,MI,"[{'start': 11, 'end': 15, 'text': 'F/C/R-$462 PROB-3Y', 'labels': ['PROBATION']}, {'start': 16, 'end': 18, 'text': 'F/C/R-$462 PROB-3Y', 'labels': ['PROBATION_DURATION']}]"
63,269,SEN- 1/19/2005 PRISON- MN 000-032-000 MX 020-000-000 F/C/R-150,MI,"[{'start': 15, 'end': 21, 'text': 'SEN- 1/19/2005 PRISON- MN 000-032-000 MX 020-000-000 F/C/R-150', 'labels': ['CONFINEMENT']}, {'start': 23, 'end': 52, 'text': 'SEN- 1/19/2005 PRISON- MN 000-032-000 MX 020-000-000 F/C/R-150', 'labels': ['CONFINEMENT_DURATION']}]"
64,256,CONF-1Y6M TO 7Y6M F/C/R-$30,MI,"[{'start': 0, 'end': 4, 'text': 'CONF-1Y6M TO 7Y6M F/C/R-$30', 'labels': ['CONFINEMENT']}, {'start': 5, 'end': 17, 'text': 'CONF-1Y6M TO 7Y6M F/C/R-$30', 'labels': ['CONFINEMENT_DURATION']}]"
65,158,F/C/R-$870 OR CONF-90D PROB-24M,MI,"[{'start': 14, 'end': 18, 'text': 'F/C/R-$870 OR CONF-90D PROB-24M', 'labels': ['CONFINEMENT']}, {'start': 19, 'end': 22, 'text': 'F/C/R-$870 OR CONF-90D PROB-24M', 'labels': ['CONFINEMENT_DURATION']}, {'start': 23, 'end': 27, 'text': 'F/C/R-$870 OR CONF-90D PROB-24M', 'labels': ['PROBATION']}, {'start': 28, 'end': 31, 'text': 'F/C/R-$870 OR CONF-90D PROB-24M', 'labels': ['PROBATION_DURATION']}]"
66,211,F/C/R-$214 OR 10D,MI,"[{'start': 14, 'end': 17, 'text': 'F/C/R-$214 OR 10D', 'labels': ['CONFINEMENT_DURATION']}]"
67,160,DISO PERSON-INTOXICATED F/C/R-$390 PROB-12M,MI,"[{'start': 35, 'end': 39, 'text': 'DISO PERSON-INTOXICATED F/C/R-$390 PROB-12M', 'labels': ['PROBATION']}, {'start': 40, 'end': 43, 'text': 'DISO PERSON-INTOXICATED F/C/R-$390 PROB-12M', 'labels': ['PROBATION_DURATION']}]"
